SnomedCTConceptId,Term,Disease,Manual/New Disease Name,Otherinstructions,origin,Comments,,,,,,
363497007,malignant neoplasm of spinal meninges nos,Cancer,,,['efi'],,,,,,,
363498002,malignant neoplasm of optic nerve,Cancer,,,['efi'],,,,,,,
363499005,Malig neop spleen NEC,Cancer,,,['efi'],,,,,,,
363500001,CA - Multiple cancer,Cancer,,,['efi'],,,,,,,
363501002,Malig neop cheek NOS,Cancer,,,['efi'],,,,,,,
363502009,malignant neoplasm of axilla nos,Cancer,,,['efi'],,,,,,,
363503004,Malig neop upper limb NOS,Cancer,,,['efi'],,,,,,,
363504005,malignant neoplasm of lower limb nos,Cancer,,,['efi'],,,,,,,
363506007,Malig neop accessory sinus NOS,Cancer,,,['efi'],,,,,,,
363508008,Cancer of bowel,Cancer,,,['efi'],,,,,,,
363509000,malignant neoplasm of small intestine and duodenum,Cancer,,,['efi'],,,,,,,
363510005,CA - Cancer of large bowel,Cancer,,,['efi'],,,,,,,
363514001,Malig neop oth female genital,Cancer,,,['efi'],,,,,,,
363515000,Malig neop penis/oth male gen,Cancer,,,['efi'],,,,,,,
363516004,"malignant neoplasm of penis, part unspecified",Cancer,,,['efi'],,,,,,,
363517008,Malignant tumour urinary tract,Cancer,,,['efi'],,,,,,,
363688001,administration of cancer treatment,Cancer,,,['efi'],,,,,,,
36741007,[m]seminomas,Cancer,,,['efi'],,,,,,,
367651003,[m]carcinoma nos,Cancer,,,['efi'],,,,,,,
370967009,RB - Retinoblastoma,Cancer,,,['efi'],,,,,,,
37138001,[m]epithelioid cell melanoma,Cancer,,,['efi'],,,,,,,
371964008,Malig neop adrenal cortex,Cancer,,,['efi'],,,,,,,
371965009,Malig neop adrenal medulla,Cancer,,,['efi'],,,,,,,
371973000,"Malig neop uterus, part unspec",Cancer,,,['efi'],,,,,,,
371979001,malignant neoplasm of clitoris,Cancer,,,['efi'],,,,,,,
371982006,Malig neop oth endocrine gland,Cancer,,,['efi'],,,,,,,
372011009,Malig tumour soft tissue arm,Cancer,,,['efi'],,,,,,,
372012002,Malig tumour soft tissue arm,Cancer,,,['efi'],,,,,,,
372016004,Prim malign tumour peritoneum,Cancer,,,['efi'],,,,,,,
372028007,Ca vertebral column,Cancer,,,['efi'],,,,,,,
372062007,"[x]malignant neoplasm of eye, brain and other parts of cent",Cancer,,,['efi'],,,,,,,
372063002,malig neop of other and unspecified parts of nervous system,Cancer,,,['efi'],,,,,,,
372087000,Other primary carcinomas,Cancer,,,['efi'],,,,,,,
372094002,Ca breast - axillary tail,Cancer,,,['efi'],,,,,,,
372096000,Ca breast - male,Cancer,,,['efi'],,,,,,,
372098004,Ca cervix uteri - endocervix,Cancer,,,['efi'],,,,,,,
372100004,Ca cervix uteri - exocervix,Cancer,,,['efi'],,,,,,,
372101000,Extrahep bile duct carcinoma,Cancer,,,['efi'],,,,,,,
372103002,Ca larynx - glottis,Cancer,,,['efi'],,,,,,,
372104008,Ca larynx - subglottis,Cancer,,,['efi'],,,,,,,
372105009,Ca larynx - supraglottis,Cancer,,,['efi'],,,,,,,
372108006,Ca lower limb bones,Cancer,,,['efi'],,,,,,,
372111007,Ca lower lobe bronchus/lung,Cancer,,,['efi'],,,,,,,
372113005,Ca middle lobe bronchus/lung,Cancer,,,['efi'],,,,,,,
372116002,Ca pelvic bones/sacrum/coccyx,Cancer,,,['efi'],,,,,,,
372120003,Ca main bronchus,Cancer,,,['efi'],,,,,,,
372121004,Ca ribs/sternum/clavicle,Cancer,,,['efi'],,,,,,,
372130007,[x]melanoma and other malignant neoplasms of skin,Cancer,,,['efi'],,,,,,,
372131006,Ca upper limb bones/scapula,Cancer,,,['efi'],,,,,,,
372136001,Ca upper lobe bronchus/lung,Cancer,,,['efi'],,,,,,,
372138000,CA - Cancer of oesophagus,Cancer,,,['efi'],,,,,,,
372139008,Carcinoma gallbladder,Cancer,,,['efi'],,,,,,,
372140005,carcinoma gallbladder,Cancer,,,['efi'],,,,,,,
372141009,Carcinoma of vocal cord,Cancer,,,['efi'],,,,,,,
372142002,Pancreatic cancer,Cancer,,,['efi'],,,,,,,
372143007,CA - Cancer of stomach,Cancer,,,['efi'],,,,,,,
372151005,[m]sarcoma nos,Cancer,,,['efi'],,,,,,,
372244006,[m]malignant melanoma nos,Cancer,,,['efi'],,,,,,,
37304002,[m]basosquamous carcinoma,Cancer,,,['efi'],,,,,,,
373168002,Reticulum cell sarcoma,Cancer,,,['efi'],,,,,,,
373627005,Bronchiolo-alveolar carcinoma,Cancer,,,['efi'],,,,,,,
37810007,[m]myeloid leukaemia nos,Cancer,,,['efi'],,,,,,,
37995004,[m]linitis plastica,Cancer,,,['efi'],,,,,,,
38549000,"[m]carcinoma, undifferentiated type, nos",Cancer,,,['efi'],,,,,,,
387837005,[X]Mal neo/mesothel+soft tissu,Cancer,,,['efi'],,,,,,,
387922007,malignant neoplasm of other specified endocrine gland,Cancer,,,['efi'],,,,,,,
387927001,malig neop of endocrine gland or related structure nos,Cancer,,,['efi'],,,,,,,
389231000000105,[m]plasma cell tumours,Cancer,,,['efi'],,,,,,,
389331000000104,"[m]malignant lymphoma, convoluted cell type nos",Cancer,,,['efi'],,,,,,,
389371000000102,[m]renal adenoma and carcinoma,Cancer,,,['efi'],,,,,,,
389431000000106,[m]epidermoid carcinoma nos,Cancer,,,['efi'],,,,,,,
38969003,[m]precancerous melanosis nos,Cancer,,,['efi'],,,,,,,
389731000000103,[m]miscellaneous leukaemias,Cancer,,,['efi'],,,,,,,
389771000000101,"[m]carcinoid tumour, malignant",Cancer,,,['efi'],,,,,,,
389801000000103,[m]apocrine adenoma and adenocarcinomas,Cancer,,,['efi'],,,,,,,
389841000000100,[m]soft tissue tumour or sarcoma nos,Cancer,,,['efi'],,,,,,,
39000009,[m]haemangiosarcoma,Cancer,,,['efi'],,,,,,,
39056008,[m]papillary epidermoid carcinoma,Cancer,,,['efi'],,,,,,,
390781000000108,[m]oxyphilic adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
391691000000109,[m]prolymphocytic lymphosarcoma,Cancer,,,['efi'],,,,,,,
39274007,[m]balloon cell melanoma,Cancer,,,['efi'],,,,,,,
395073001,cancer treatment started,Cancer,,,['efi'],,,,,,,
395099008,cancer confirmed,Cancer,,,['efi'],,,,,,,
396181000000106,[x]melanoma and other malignant neoplasms of skin,Cancer,,,['efi'],,,,,,,
396201000000105,"[m]malignant lymphoma, undifferentiated cell type nos",Cancer,,,['efi'],,,,,,,
396241000000108,[m]pituitary adenomas and carcinomas,Cancer,,,['efi'],,,,,,,
396431000000103,[m]adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
396501000000108,[m]thyroid adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
396691000000100,[m]cystosarcoma phyllodes nos,Cancer,,,['efi'],,,,,,,
396761000000101,[m]tubular adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
396781000000105,[m]villous adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
396801000000106,[m]sarcoma nos,Cancer,,,['efi'],,,,,,,
396811000000108,[m]seminomas,Cancer,,,['efi'],,,,,,,
397121000000107,[m]eosinophilic leukaemias,Cancer,,,['efi'],,,,,,,
397141000000100,"[X]Malignant neoplasm of eye,",Cancer,,,['efi'],,,,,,,
397641000000107,Carcinoma resp/intrath. organ,Cancer,,,['efi'],,,,,,,
398591000000102,[m]misc myeloproliferative or lymphoproliferative dis nos,Cancer,,,['efi'],,,,,,,
398691000000101,"[m]malignant lymphoma, lymphocytic, poorly different nos",Cancer,,,['efi'],,,,,,,
39896009,"[m]malignant melanoma, regressing",Cancer,,,['efi'],,,,,,,
399068003,CA - Cancer of prostate,Cancer,,,['efi'],,,,,,,
400011005,[m]leiomyosarcoma nos,Cancer,,,['efi'],,,,,,,
400155002,[m]spinous cell carcinoma,Cancer,,,['efi'],,,,,,,
400851000000103,[m]parosteal osteosarcoma,Cancer,,,['efi'],,,,,,,
401241000000107,"[m]malignant lymphoma, small cleaved cell, diffuse",Cancer,,,['efi'],,,,,,,
40244008,"[m]spindle cell melanoma, type b",Cancer,,,['efi'],,,,,,,
403451000000108,"[m]hodgkin's disease, lymphocytic predominance",Cancer,,,['efi'],,,,,,,
403911000000104,"[m]hodgkin,s disease, nodular sclerosis, mixed cellularity",Cancer,,,['efi'],,,,,,,
404037002,[m]neurofibrosarcoma,Cancer,,,['efi'],,,,,,,
40411000,"[m]malignant lymphoma, centroblastic type, follicular",Cancer,,,['efi'],,,,,,,
404133000,Subcut pannic-like T-cel lymph,Cancer,,,['efi'],,,,,,,
404143002,Cutaneous follicle cent lymph,Cancer,,,['efi'],,,,,,,
405843009,Disseminated malignancy NOS,Cancer,,,['efi'],,,,,,,
405945003,Malig neop foot metacarpals,Cancer,,,['efi'],,,,,,,
4079000,[m]mucoepidermoid carcinoma,Cancer,,,['efi'],,,,,,,
408321000000104,[m]myoma and myosarcoma,Cancer,,,['efi'],,,,,,,
408331000000102,"[m]malignant lymphoma, diffuse nos",Cancer,,,['efi'],,,,,,,
408351000000109,[m]oxyphilic adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
408491000000105,[m]endometrioid adenoma or carcinoma nos,Cancer,,,['efi'],,,,,,,
408621000000109,[m]villous adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
408645001,Carcinoma of colon,Cancer,,,['efi'],,,,,,,
408791000000100,[m]leiomyosarcoma nos,Cancer,,,['efi'],,,,,,,
408811000000104,[m]adenomatous or adenocarcinomatous polyp nos,Cancer,,,['efi'],,,,,,,
408871000000109,[m]cystadenoma and carcinoma,Cancer,,,['efi'],,,,,,,
408911000000106,[X]Mal neo/thyroid/o endocr gl,Cancer,,,['efi'],,,,,,,
409171000000109,[x]malignant neoplasm of urinary tract,Cancer,,,['efi'],,,,,,,
409231000000104,[x]malignant neoplasm of mesothelial and soft tissue,Cancer,,,['efi'],,,,,,,
409471000000101,[m]hepatobiliary tract adenomas and carcinomas,Cancer,,,['efi'],,,,,,,
409691000000100,[m]aleukaemic leukaemia nos,Cancer,,,['efi'],,,,,,,
409831000000100,[m]ceruminous adenoma and adenocarcinoma,Cancer,,,['efi'],,,,,,,
409841000000109,[m]naevi and melanomas,Cancer,,,['efi'],,,,,,,
410581000000105,[m]misc myeloproliferative and lymphoproliferative disorders,Cancer,,,['efi'],,,,,,,
410671000000109,"[m]malig lymphoma, lymphocytic, intermediate different nos",Cancer,,,['efi'],,,,,,,
411671000000101,[m]ovarian cystadenoma or carcinoma,Cancer,,,['efi'],,,,,,,
413440007,[m]acute lymphoid leukaemia,Cancer,,,['efi'],,,,,,,
413441000000108,[m]complex mixed and stromal neoplasms,Cancer,,,['efi'],,,,,,,
413441006,M5b - Acute monocytic leukaem,Cancer,,,['efi'],,,,,,,
413537009,Angioimmunoblast T-cell lymph,Cancer,,,['efi'],,,,,,,
413737006,cancer hospital treatment completed,Cancer,,,['efi'],,,,,,,
414166008,Malignant reticuloendothelios,Cancer,,,['efi'],,,,,,,
414628006,"[m]lymphomas, nos or diffuse",Cancer,,,['efi'],,,,,,,
414655002,[m] peripheral t-cell lymphoma nos,Cancer,,,['efi'],,,,,,,
415181008,[m]misc myeloproliferative and lymphoproliferative disorders,Cancer,,,['efi'],,,,,,,
41529000,"[m]hodgkin's disease, mixed cellularity",Cancer,,,['efi'],,,,,,,
415461000000108,[m]malignant lymphomatous polyposis,Cancer,,,['efi'],,,,,,,
41607009,[m]renal cell carcinoma,Cancer,,,['efi'],,,,,,,
416402001,Gest trophoblastic tumour,Cancer,,,['efi'],,,,,,,
416501000000103,"[m]malignant lymphoma, lymphocytic, well differentiated nos",Cancer,,,['efi'],,,,,,,
416712009,Mesonephroid tumour of ovary,Cancer,,,['efi'],,,,,,,
416769008,teratoma of testis,Cancer,,,['efi'],,,,,,,
416842003,malignant sacral teratoma,Cancer,,,['efi'],,,,,,,
416901000000108,[m]giant follicular lymphoma,Cancer,,,['efi'],,,,,,,
417391000000103,[m]ovarian cystadenoma or carcinoma,Cancer,,,['efi'],,,,,,,
417554000,teratoma of descended testis,Cancer,,,['efi'],,,,,,,
417570003,Gestational choriocarcinoma,Cancer,,,['efi'],,,,,,,
419052002,malig neop of kidney and other unspecified urinary organs,Cancer,,,['efi'],,,,,,,
41919003,[m]juvenile breast carcinoma,Cancer,,,['efi'],,,,,,,
420441000000109,[m]acute myelofibrosis,Cancer,,,['efi'],,,,,,,
420524008,hiv disease resulting in kaposi's sarcoma,Cancer,,,['efi'],,,,,,,
420631000000103,[m]acute lymphoid leukaemia,Cancer,,,['efi'],,,,,,,
42194009,"[m]brenner tumour, malignant",Cancer,,,['efi'],,,,,,,
42392001,[m]epithelioid leiomyosarcoma,Cancer,,,['efi'],,,,,,,
423973006,Carcinoma cervix uteri,Cancer,,,['efi'],,,,,,,
424413001,Malignant neoplasm NOS,Cancer,,,['efi'],,,,,,,
424631000000105,[m]adenomatous or adenocarcinomatous polyps of the colon nos,Cancer,,,['efi'],,,,,,,
424671000000107,[m]endometrioid adenomas and carcinomas,Cancer,,,['efi'],,,,,,,
424711000000108,[m]spheroidal cell carcinoma,Cancer,,,['efi'],,,,,,,
424721000000102,[m]renal adenoma or carcinoma nos,Cancer,,,['efi'],,,,,,,
424771000000103,[m]comedocarcinoma nos,Cancer,,,['efi'],,,,,,,
424981000000103,[m]carcinoma nos,Cancer,,,['efi'],,,,,,,
425111000000106,[X]Addtnl neoplsm classfn term,Cancer,,,['efi'],,,,,,,
425131000000103,[m]acute megakaryoblastic leukaemia,Cancer,,,['efi'],,,,,,,
425161000000108,[m]sebaceous adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
425201000000100,[m]teratomas,Cancer,,,['efi'],,,,,,,
425333006,myeloproliferative disorder,Cancer,,,['efi'],,,,,,,
425521000000106,"[m]malig lymphoma, follicular centre cell, non-cleaved nos",Cancer,,,['efi'],,,,,,,
425541000000104,[m] large cell lymphoma,Cancer,,,['efi'],,,,,,,
42596004,[m]giant cell carcinoma,Cancer,,,['efi'],,,,,,,
426031000000107,[m]clear cell adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
426191000000107,[m]clear cell sarcoma of tendons and aponeuroses,Cancer,,,['efi'],,,,,,,
426336007,Plasmacytoma,Cancer,,,['efi'],,,,,,,
426711000000102,[m]pancreatic adenomas and carcinomas,Cancer,,,['efi'],,,,,,,
426721000000108,[m]pancreatic adenoma or carcinoma nos,Cancer,,,['efi'],,,,,,,
426731000000105,[m]gastrinoma and carcinomas,Cancer,,,['efi'],,,,,,,
426741000000101,[m]skin appendage adenoma and carcinoma,Cancer,,,['efi'],,,,,,,
427151000000101,[m]chondrosarcoma nos,Cancer,,,['efi'],,,,,,,
428031000000108,"[m]mixed tumour, malignant, nos",Cancer,,,['efi'],,,,,,,
428100006,Carcinoma resp/intrath. organ,Cancer,,,['efi'],,,,,,,
428281000,Malignant neoplasm of bone,Cancer,,,['efi'],,,,,,,
428322007,Malig neop ovary/uterine adnex,Cancer,,,['efi'],,,,,,,
428367000,[m]cystosarcoma phyllodes nos,Cancer,,,['efi'],,,,,,,
428905002,malignant neoplasm of digestive organs and peritoneum,Cancer,,,['efi'],,,,,,,
428971000000106,[m]hodgkin's disease nos,Cancer,,,['efi'],,,,,,,
429033009,Cerebral tumour (malignant),Cancer,,,['efi'],,,,,,,
429221000000106,[m]hodgkin's disease nos,Cancer,,,['efi'],,,,,,,
4305004,[m]metastatic signet ring cell carcinoma,Cancer,,,['efi'],,,,,,,
430556008,Ca genital organs NOS,Cancer,,,['efi'],,,,,,,
430601000000106,[m]ovarian cystadenoma or carcinoma,Cancer,,,['efi'],,,,,,,
430991000000109,[m]rhabdomyosarcoma nos,Cancer,,,['efi'],,,,,,,
433141000000108,"[m]malignant lymphoma, centrocytic",Cancer,,,['efi'],,,,,,,
433531000000109,"[m]malignant lymphoma, centroblastic-centrocytic, diffuse",Cancer,,,['efi'],,,,,,,
437231000000102,[m]adenomatous and adenocarcinomatous polyps,Cancer,,,['efi'],,,,,,,
437781000000108,[m]pituitary adenoma or carcinoma nos,Cancer,,,['efi'],,,,,,,
437831000000103,[m]parathyroid adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
437881000000104,[m]parathyroid adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
437961000000102,[m]transitional cell papilloma or carcinoma nos,Cancer,,,['efi'],,,,,,,
438011000000102,[m]thyroid adenoma and adenocarcinoma,Cancer,,,['efi'],,,,,,,
438171000000106,"[m]intraductal carcinoma, noninfiltrating nos",Cancer,,,['efi'],,,,,,,
438251000000108,"[m]leukaemia unspecified, nos",Cancer,,,['efi'],,,,,,,
438271000000104,[m]intracystic carcinoma nos,Cancer,,,['efi'],,,,,,,
438291000000100,[m]sebaceous adenoma and adenocarcinoma,Cancer,,,['efi'],,,,,,,
438321000000105,[m]papillary adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
438351000000100,[m]cystadenoma or carcinoma nos,Cancer,,,['efi'],,,,,,,
438391000000108,[m]respiratory tract adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
438661000000108,[m]complex mixed or stromal neoplasm nos,Cancer,,,['efi'],,,,,,,
438671000000101,"[m]malignant lymphoma, centroblastic type nos",Cancer,,,['efi'],,,,,,,
438681000000104,"[m]malignant lymphoma, large cell, cleaved, diffuse",Cancer,,,['efi'],,,,,,,
438691000000102,[m] monocytoid b-cell lymphoma,Cancer,,,['efi'],,,,,,,
439271000000107,[m]mucinous adenoma and adenocarcinoma,Cancer,,,['efi'],,,,,,,
43985008,"[m]hodgkin,s disease, nodular sclerosis, lymphocytic deplet",Cancer,,,['efi'],,,,,,,
440321000000108,[m]osteoma or osteosarcoma nos,Cancer,,,['efi'],,,,,,,
441161000000109,"[m]malignant lymphoma, follicular centre cell nos",Cancer,,,['efi'],,,,,,,
442537007,hiv dis resulting oth types of non-hodgkin's lymphoma,Cancer,,,['efi'],,,,,,,
442591000000102,[m]melanosarcoma nos,Cancer,,,['efi'],,,,,,,
442921000000108,[m]adenomatous and adenocarcinomatous polyps of colon,Cancer,,,['efi'],,,,,,,
443136000,Malig neop other skin of face,Cancer,,,['efi'],,,,,,,
443488001,Ca rectum + Ca anus,Cancer,,,['efi'],,,,,,,
443520009,Fibrochondrosarcoma,Cancer,,,['efi'],,,,,,,
443677002,[m]seminomas,Cancer,,,['efi'],,,,,,,
443679004,malignant neoplasm of bone and articular cartilage,Cancer,,,['efi'],,,,,,,
44474009,[m]malignant melanoma in hutchinson's melanotic freckle,Cancer,,,['efi'],,,,,,,
444910004,Mediast thym large B-cell lymp,Cancer,,,['efi'],,,,,,,
445030005,Blast plasmacyt dendrit cl neo,Cancer,,,['efi'],,,,,,,
445105005,Blast plasmacyt dendrit cl neo,Cancer,,,['efi'],,,,,,,
445227008,Juvenile myelomonocyt leukaem,Cancer,,,['efi'],,,,,,,
445269007,Extra ma zone B ly mu lymph ti,Cancer,,,['efi'],,,,,,,
445406001,Hepatosplenic T-cell lymphoma,Cancer,,,['efi'],,,,,,,
445448008,Ac myel leuk multilineag dyspl,Cancer,,,['efi'],,,,,,,
445691000000108,[m]myeloid leukaemias,Cancer,,,['efi'],,,,,,,
446643000,Sarcoma of dendritic cells,Cancer,,,['efi'],,,,,,,
447109003,Malig neop intrahep bile ducts,Cancer,,,['efi'],,,,,,,
44769000,[m]choriocarcinoma,Cancer,,,['efi'],,,,,,,
447792005,Fibrochondrosarcoma,Cancer,,,['efi'],,,,,,,
447883002,malignant neoplasm of carotid body,Cancer,,,['efi'],,,,,,,
447949005,malignant neoplasm of cheek nos,Cancer,,,['efi'],,,,,,,
448211002,[m]adenolymphoma,Cancer,,,['efi'],,,,,,,
448212009,Anapl large cell lymph ALK-neg,Cancer,,,['efi'],,,,,,,
448233000,"[x]malignant neoplasm of urinary organ, unspecified",Cancer,,,['efi'],,,,,,,
448668007,malignant neoplasm of mandible,Cancer,,,['efi'],,,,,,,
448670003,Malig neop post mediastinum,Cancer,,,['efi'],,,,,,,
448674007,malignant neoplasm of parametrium,Cancer,,,['efi'],,,,,,,
448708002,[x]malignant neoplasm of respiratory and intrathoracic orga,Cancer,,,['efi'],,,,,,,
448922007,secondary malignant neoplasm of large intestine and rectum,Cancer,,,['efi'],,,,,,,
448992002,Ca appendix,Cancer,,,['efi'],,,,,,,
448993007,Bronchus carcinoma,Cancer,,,['efi'],,,,,,,
449066004,Carcinoma oro/naso/hypopharynx,Cancer,,,['efi'],,,,,,,
449067008,malignant neoplasm of parietal pleura,Cancer,,,['efi'],,,,,,,
449096009,Malig neop resp tract NOS,Cancer,,,['efi'],,,,,,,
449108003,Chron myeloge leuk BCR/ABL pos,Cancer,,,['efi'],,,,,,,
449220000,Diffuse follicle cent lymphoma,Cancer,,,['efi'],,,,,,,
449224009,malignant neoplasm of anterior mediastinum,Cancer,,,['efi'],,,,,,,
449254004,Carcinoma oro/naso/hypopharynx,Cancer,,,['efi'],,,,,,,
449308006,Malig neop visceral pleura,Cancer,,,['efi'],,,,,,,
449377002,Malig neop pelvic peritoneum,Cancer,,,['efi'],,,,,,,
449386007,At chron myel leuk BCR/ABL neg,Cancer,,,['efi'],,,,,,,
449627008,malignant neoplasm of long bones of leg,Cancer,,,['efi'],,,,,,,
449731000000104,[m]naevi or melanoma nos,Cancer,,,['efi'],,,,,,,
449741000000108,"[m]mesothelioma, unspecified",Cancer,,,['efi'],,,,,,,
449971000000104,"[m]squamous cell carcinoma, metastatic nos",Cancer,,,['efi'],,,,,,,
450181000000109,"[m]malignant lymphoma, small cell, noncleaved, diffuse",Cancer,,,['efi'],,,,,,,
450211000000105,[m]soft tissue tumours and sarcomas nos,Cancer,,,['efi'],,,,,,,
45024009,[m]hepatoblastoma,Cancer,,,['efi'],,,,,,,
450851000000105,[m]sweat gland adenoma and adenocarcinomas,Cancer,,,['efi'],,,,,,,
450958009,"[m]malignant lymphoma, immunoblastic type",Cancer,,,['efi'],,,,,,,
450971000000109,[m]leukaemias unspecified,Cancer,,,['efi'],,,,,,,
450981000000106,[m]leukaemia nos,Cancer,,,['efi'],,,,,,,
451121000000104,[m]mucinous adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
451131000000102,[m]liposarcoma nos,Cancer,,,['efi'],,,,,,,
451731000000103,[m]adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
451751000000105,[m]mixed and stromal renal neoplasms,Cancer,,,['efi'],,,,,,,
45410002,[m]acinar cell carcinoma,Cancer,,,['efi'],,,,,,,
45572000,"[m]hodgkin,s disease, nodular sclerosis, lymphocytic predom",Cancer,,,['efi'],,,,,,,
457051000000103,"[m]hodgkin,s disease, lymphocytic predominance, diffuse",Cancer,,,['efi'],,,,,,,
4584002,[m]scirrhous adenocarcinoma,Cancer,,,['efi'],,,,,,,
4590003,"[m]adenocarcinoma, metastatic, nos",Cancer,,,['efi'],,,,,,,
461841000000107,[M]No micr conf-tumor clin mal,Cancer,,,['efi'],,,,,,,
461871000000101,"[m]lymphomas, nos or diffuse",Cancer,,,['efi'],,,,,,,
461881000000104,[m]plasma cell leukaemias,Cancer,,,['efi'],,,,,,,
461931000000107,[m]myoma or myosarcoma nos,Cancer,,,['efi'],,,,,,,
462341000000107,[X]Malignant neoplasm of ill-,Cancer,,,['efi'],,,,,,,
462401000000104,[X]Malignant neoplasms of lym,Cancer,,,['efi'],,,,,,,
462461000000100,malignant neoplasm/overlapping lesion/feml genital organs,Cancer,,,['efi'],,,,,,,
462471000000107,[m]respiratory tract adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
462951000000106,[m]hepatobiliary adenoma or carcinoma nos,Cancer,,,['efi'],,,,,,,
463091000000106,[m] peripheral t-cell lymphoma nos,Cancer,,,['efi'],,,,,,,
4631006,[m]tubular adenocarcinoma,Cancer,,,['efi'],,,,,,,
463191000000105,"[m]carcinoma, metastatic, nos",Cancer,,,['efi'],,,,,,,
463931000000106,[m]gastrinoma or carcinoma nos,Cancer,,,['efi'],,,,,,,
464031000000108,"[m]lymphoma, nodular or follicular nos",Cancer,,,['efi'],,,,,,,
466481000000108,"[m]hodgkin's disease, nodular sclerosis nos",Cancer,,,['efi'],,,,,,,
46732000,"[m]malignant lymphoma, large cell, diffuse nos",Cancer,,,['efi'],,,,,,,
468691000000106,[m]other myeloid leukaemia nos,Cancer,,,['efi'],,,,,,,
469341000000100,[m]fibroxanthosarcoma,Cancer,,,['efi'],,,,,,,
47107000,[m]basophil carcinoma,Cancer,,,['efi'],,,,,,,
47299001,[m]adenocarcinoma in multiple adenomatous polyps,Cancer,,,['efi'],,,,,,,
477491000000102,[m]tubular adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
477501000000108,[m]solid carcinoma nos,Cancer,,,['efi'],,,,,,,
477571000000100,[m]clear cell adenoma or adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
477851000000107,[m]lymphoid leukaemias,Cancer,,,['efi'],,,,,,,
478111000000103,"[m]malignant lymphoma, large cell, noncleaved, diffuse",Cancer,,,['efi'],,,,,,,
478161000000101,[m]teratoma nos,Cancer,,,['efi'],,,,,,,
478171000000108,[m]papillary adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
478201000000109,[m]seminoma nos,Cancer,,,['efi'],,,,,,,
479021000000100,[m]subacute leukaemia nos,Cancer,,,['efi'],,,,,,,
4797003,[m]papillary adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
49430005,[m]liposarcoma nos,Cancer,,,['efi'],,,,,,,
4950009,[m]sezary's disease,Cancer,,,['efi'],,,,,,,
49937004,[m]kaposi's sarcoma,Cancer,,,['efi'],,,,,,,
50102004,"[m]malignant lymphoma, mixed small and large cell, diffuse",Cancer,,,['efi'],,,,,,,
50422007,[m]bile duct cystadenocarcinoma,Cancer,,,['efi'],,,,,,,
5052009,[m]merkel cell carcinoma,Cancer,,,['efi'],,,,,,,
50813003,[m]mixed epithelioid and spindle melanoma,Cancer,,,['efi'],,,,,,,
51092000,CLL-Chron lymphocyt leukaemia,Cancer,,,['efi'],,,,,,,
51217003,[m]eosinophil carcinoma,Cancer,,,['efi'],,,,,,,
51549004,[m]leiomyosarcoma nos,Cancer,,,['efi'],,,,,,,
51757004,"[m]desmoplastic melanoma, malignant",Cancer,,,['efi'],,,,,,,
52040006,[m]infantile fibrosarcoma,Cancer,,,['efi'],,,,,,,
52220008,[m]thrombocytic leukaemia,Cancer,,,['efi'],,,,,,,
52248008,"[m]hodgkin's disease, nodular sclerosis nos",Cancer,,,['efi'],,,,,,,
5257006,[m]follicular adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
53654007,[m]fibrosarcoma nos,Cancer,,,['efi'],,,,,,,
54087003,[m]hairy cell leukaemia,Cancer,,,['efi'],,,,,,,
54666007,[m]paget's disease and intraductal carcinoma of breast,Cancer,,,['efi'],,,,,,,
54734006,[m]sebaceous adenocarcinoma,Cancer,,,['efi'],,,,,,,
55320002,[m]superficial spreading melanoma,Cancer,,,['efi'],,,,,,,
55342001,cancers,Cancer,,,['efi'],,,,,,,
55818009,[m]teratomas,Cancer,,,['efi'],,,,,,,
55921005,[m]plasma cell myeloma,Cancer,,,['efi'],,,,,,,
55937004,[m]neuroendocrine carcinoma,Cancer,,,['efi'],,,,,,,
56484001,[m]adenocarcinoma with cartilaginous and osseous metaplasia,Cancer,,,['efi'],,,,,,,
56565002,[m]mesenchymal chondrosarcoma,Cancer,,,['efi'],,,,,,,
5658009,[m]adenocarcinoma in tubulovillous adenoma,Cancer,,,['efi'],,,,,,,
56944001,lymphoma stage iii,Cancer,,,['efi'],,,,,,,
